"","title","timestamp","duration","venue","lat","lng","id","address"
"146","Coast to Coast College Tour – San Juan Information Session","2019-05-23T19:00:00",7200,"Baldwin School of Puerto Rico",18.381,-66.125,"2cdc21e0-f0a6-4f41-ba2a-4272917b1605",NA
"147","Coast to Coast College Tour – Nashville Information Session","2019-05-22T19:00:00",7200,"Montgomery Bell Academy",36.128,-86.837,"70d3195e-dd9d-446c-b1e1-30e0755417cd",NA
"148","College and University Breakthrough -  Seattle Information Session","2019-06-05T19:00:00",7200,"Seattle Art Museum",47.607,-122.338,"ba94e130-8e49-48ca-bd22-fd536e112e1d",NA
"149","College and University Breakthrough -  Vancouver Information Session","2019-06-06T19:00:00",7200,"Museum of Vancouver",49.276,-123.145,"155dd216-5806-4190-ab3f-bb7af6b75c26",NA
"150","Coast to Coast College Tour - Brownsville Information Session","2019-08-25T13:00:00",7200,"Brownsville Event Center",25.962,-97.488,"a190fb31-018b-4230-a4f7-390d322f4905",NA
"151","Coast to Coast College Tour - McAllen Information Session","2019-08-25T19:00:00",7200,"McAllen Convention Center",26.201,-98.259,"f3ebb047-af51-487d-a2e0-15cee99a85b4",NA
"152","Coast to Coast College Tour - Corpus Christi Information Session","2019-08-26T19:00:00",7200,"Holiday Inn Corpus Christi Airport & Convention Center",27.796,-97.466,"55dcc277-bf64-4cee-9cd8-543527b4bc8d",NA
"153","Coast to Coast College Tour - Houston Information Session","2019-08-27T19:00:00",7200,"Sheraton Houston Brookhollow Hotel",29.805,-95.45,"4713f130-a601-4524-a067-9747a61d6b0f",NA
"154","Coast to Coast College Tour - Austin Information Session","2019-08-28T19:00:00",7200,"Sheraton Austin Hotel at the Capitol",30.27,-97.734,"620fc0f9-3d72-4542-8988-004ce5c947de",NA
"155","Coast to Coast College Tour - Ft. Worth/Dallas Information Session","2019-08-29T19:00:00",7200,"Sheraton Fort Worth Downtown Hotel",32.748,-97.325,"415eb465-d138-4b2a-bf45-a593c0596ff7",NA
"156","Admission Information Session","2019-08-26T18:00:00",5400,"EducationUSA Advising Center ICBEU Manaus",-3.13,-60.019,"4e3b7f2e-28d1-4b0c-b9da-162d75f2065a",NA
"157","Admission Information Session","2019-08-27T18:30:00",7200,"Education USA Sao Paulo Itaim",-23.586,-46.68,"bb7a1efb-1936-46cb-99d5-75d0c78f68c1",NA
"158","Admission Information Session","2019-08-28T19:00:00",5400,"Colegio ETAPA",-23.579,-46.639,"16cd651a-dbc7-4824-bafe-67622998516d",NA
"159","Admission Information Session","2019-08-30T18:00:00",5400,"Education USA IBEU Rio de Janeiro ",-22.971,-43.187,"fa674c1f-5866-4030-99af-bcc9d74501f9",NA
"160","Admission Information Session","2019-08-31T11:00:00",5400,"The British School - Urca Site",-22.954,-43.169,"d5275abb-7f69-463f-9add-8d66411ebe6b",NA
"161","Admission Information Session","2019-09-02T12:00:00",2700,"Pan American School of Porto Alegre",-30.038,-51.166,"efd9edba-ee52-48be-bd10-9cd83fdc0dd6",NA
"162","Admission Information Session","2019-09-04T14:00:00",7200,"International School Phnom Penh",11.513,104.929,"7bff742c-c840-4c29-b2b8-8e748b446dee",NA
"163","Admission Information Session","2019-09-04T19:00:00",5400,"The International School Nido de Aguilas",-33.349,-70.5,"454dc7eb-0d05-4bad-bd16-536967fb174b",NA
"164","Admission Information Session","2019-08-27T18:00:00",7200,"WLSA Fudan Academy",31.291,121.506,"aaf174d1-5a01-4c7c-a318-63dd06905cfe",NA
"165","Admission Information Session","2019-08-29T19:00:00",7200,"High School Affiliated to Renmin University (Ren Da Fu Zhong)",39.975,116.318,"75b6884e-4f9f-43e3-a0f1-0f111a8993fe",NA
"166","Admission Information Session","2019-09-09T18:00:00",5400,"Colegio Karl C Parrish",NA,NA,"c7c208e9-b84f-4342-b069-3ad231b2fcf5","Colegio Karl C Parrish
2594+Gx Barranquilla, Atlantico, Colombia
Barranquilla, Atlantico
Colombia"
"167","Admission Information Session","2019-09-09T18:00:00",7200,"Jakarta International School",-6.284,106.789,"1ad001a6-606b-4368-b8d0-9d4180007f23",NA
"168","Admission Information Session","2019-08-31T19:00:00",7200,"Kaisei Academy",35.728,139.771,"51d35b66-2282-44d4-8187-eaf68b8166da",NA
"169","Admission Information Session","2019-09-13T17:30:00",7200,"Malaysian-American Commission On Educational Exchange (MACEE)",3.148,101.719,"b407c12e-ffa6-4f4c-bfc0-5dafbb152456",NA
"170","Admission Information Session","2019-09-11T18:30:00",7200,"Anglo-Chinese Sch Independent",1.303,103.781,"c02461f1-fd77-4728-9c8e-e29832905de2",NA
"171","Admission Information Session","2019-08-30T19:00:00",7200,"Seoul Foreign School",37.569,126.938,"7e47d9d5-288d-4420-abb4-fa16e9b24eea",NA
"172","Admission Information Session","2019-09-05T19:00:00",7200,"Nist International School",13.748,100.56,"b33b1f09-629f-49a1-ae1d-9ae929355acc",NA
"173","Admission Information Session","2019-09-02T18:00:00",7200,"United Nations International School of Hanoi",21.071,105.808,"8417ac93-71cf-41fe-8688-e79c866ff9a1",NA
"174","Admission Information Session","2019-09-03T16:30:00",5400,"Saigon South International Sch",10.722,106.709,"52b32279-e938-46ef-bf1e-5ab121c203d2",NA
"175","Admission Information Session","2019-09-11T18:00:00",5400,"Colegio Anglo Colombiano",4.686,-74.052,"e2f457b1-6f79-46b2-b0fe-9db1014f036a",NA
"176","Admission Information Session","2019-09-06T18:00:00",5400,"Education USA Lima ICPNA Center",-12.114,-77.03,"67b3a6d6-f4cc-4f94-9297-81f8724e28dc",NA
"177","Admission Information Session","2019-09-09T13:00:00",3600,"American Center",9.018,38.749,"ebf3d589-fe15-4cba-8e53-eb915ecde082",NA
"178","Admission Information Session","2019-09-09T16:00:00",4500,"International Community School of Addis Ababa",8.997,38.728,"a77351f4-dd7a-4cce-9c96-f90010603ead",NA
"179","Admission Information Session","2019-09-05T14:00:00",5400,"US Embassy Educationusa",5.58,-0.176,"fe4c4d2e-e93e-4d83-9a11-953502397d38",NA
"180","Admission Information Session","2019-09-07T13:30:00",7200,"EducationUSA Center - ACE Consult ",6.668,-1.607,"da8dc0b7-13c4-41ce-99b0-adf1da1ceef8",NA
"181","Admission Information Session","2019-09-10T09:00:00",7200,"Brookhouse International School",-1.396,36.741,"ebe65132-6a27-4fe6-a511-1c500b8ef1ab",NA
"182","Admission Information Session","2019-09-12T14:30:00",3600,"American Center",-1.936,30.078,"09e2e2c9-6e8e-468c-ae1d-1a3e8b9f6b7b",NA
"183","Admission Information Session","2019-09-18T18:00:00",5400,"Crawford College Sandton",-26.093,28.05,"b32cfba5-36a9-4faf-8f1a-7a0dc5dea457",NA
"184","Admission Information Session","2019-09-20T16:00:00",5400,"American International School Capetown",-34.049,18.439,"5ecf1369-417e-4740-9931-ee05745d95eb",NA
"185","Admission Information Session","2019-09-15T15:00:00",7200,"Golden Tulip Hotel",-6.762,39.282,"421a05c3-0e09-406b-8746-54a6055de231",NA
"186","Exploring College Options - Phoenix, AZ (Chandler)","2019-05-22T19:00:00",7200,"Hilton Phoenix Chandler",33.298,-111.892,"b0001c23-c059-407e-be83-02d8b99f90e3",NA
"187","Exploring College Options - Phoenix, AZ","2019-05-23T19:00:00",7200,"Pointe Hilton Squaw Peak Resort",33.549,-112.046,"14af4a36-f8a1-4c1a-8674-3bf3a4de6715",NA
"188","Exploring College Options - San Francisco, CA","2019-05-12T19:00:00",7200,"Hilton San Francisco Union Square",37.786,-122.41,"b6197770-f0d9-4340-a62e-1267e2a09b58",NA
"189","Exploring College Options - San Mateo, CA","2019-05-13T19:00:00",7200,"San Mateo Marriott San Francisco Airport",37.556,-122.301,"1bb7dcf3-a66b-4da8-8f9d-abc881122229",NA
"190","Exploring College Options - San Jose, CA","2019-05-14T19:00:00",7200,"DoubleTree by Hilton Hotel San Jose",37.372,-121.923,"c91f2da1-47fc-4448-b5f3-e9e85941249b",NA
"191","Exploring College Options - Oakland, CA","2019-05-15T19:00:00",7200,"Oakland Marriott City Center",37.802,-122.274,"7cfb30d3-0195-4e61-9fe2-11a1400e4c45",NA
"192","Exploring College Options - Sacramento, CA","2019-05-15T19:00:00",7200,"Hyatt Regency Sacramento",38.578,-121.491,"b04a7cf5-12b1-4c27-9995-d1846479145f",NA
"193","Exploring College Options - Fremont, CA","2019-05-16T19:00:00",7200,"Fremont Marriott Silicon Valley",37.489,-121.946,"002d46ab-8416-4462-9a28-2685b4783ba7",NA
"194","Exploring College Options - San Diego, CA","2019-05-16T19:00:00",7200,"Hilton San Diego Mission Valley",32.764,-117.157,"50aa5396-8c0b-455e-a56e-028953a07fda",NA
"195","Exploring College Options - Anaheim, CA","2019-05-19T19:00:00",7200,"Sheraton Park Hotel at the Anaheim Resort",33.801,-117.916,"b3536394-42ef-4c3c-8f44-d8985076c065",NA
"196","Exploring College Options - Irvine, CA","2019-05-20T19:00:00",7200,"Irvine Marriott",33.678,-117.85,"ea5302e4-6716-4b53-a58e-3db0f645a6fb",NA
"197","Exploring College Options - Woodland Hills, CA","2019-05-21T19:00:00",7200,"Hilton Woodland Hills",34.186,-118.597,"8160ef2d-be36-48b0-a890-e51afa7d2e56",NA
"198","Exploring College Options - Los Angeles, CA (Downtown)","2019-05-22T19:00:00",7200,"The Westin Bonaventure Hotel & Suites, Los Angeles",34.052,-118.256,"b8f4c260-c411-4a8a-9b6e-6a7faf5e4774",NA
"199","Exploring College Options - Los Angeles, CA (LAX)","2019-05-23T19:00:00",7200,"Los Angeles Airport Marriott",33.946,-118.384,"ff352e6e-2cfa-442e-a69a-db92a3ef3cb4",NA
"200","Exploring College Options - Denver, CO","2019-05-19T19:00:00",7200,"Hilton Denver Inverness",39.57,-104.868,"d9f3eaf4-3369-4b6a-9cb5-dff110765a77",NA
"201","Exploring College Options - Boulder, CO","2019-05-20T19:00:00",7200,"Hotel Boulderado",40.019,-105.279,"462686a5-4a55-4b57-9cd2-a3b0fb3e2e8a",NA
"202","Exploring College Options - Trumbull, CT","2019-05-22T19:00:00",7200,"Trumbull Marriott Shelton",41.236,-73.15,"a2590a9b-d8aa-45fa-afb0-08f8284f9417",NA
"203","Exploring College Options - Wilmington, DE","2019-05-14T19:00:00",7200,"Sheraton Suites Wilmington Downtown",39.747,-75.551,"7f4682a4-a0fa-4a3d-9353-9b9cf268e4ee",NA
"204","Exploring College Options - Washington DC","2019-05-12T19:00:00",7200,"Washington Marriott at Metro Center",38.899,-77.028,"8167b947-be37-4264-ab02-e45246e68cc2",NA
"205","Exploring College Options - Tampa, FL","2019-05-12T19:00:00",7200,"Tampa Renaissance Hotel, International Plaza",27.966,-82.52,"e1fc6ffc-f025-499d-b3e6-7e3ebb19dda5",NA
"206","Exploring College Options - Orlando, FL","2019-05-13T19:00:00",7200,"Renaissance Orlando Airport Hotel",28.461,-81.311,"692e58c7-ce79-4f50-bb75-e2ce451a8ee6",NA
"207","Exploring College Options - Palm Beach, FL","2019-05-14T19:00:00",7200,"West Palm Beach Marriott",26.707,-80.063,"d43a57a5-b4fa-44f2-aed3-8d25885aaa47",NA
"208","Exploring College Options - Fort Lauderdale, FL","2019-05-15T19:00:00",7200,"Fort Lauderdale Marriott North",26.208,-80.143,"d882c6c7-26d1-40cd-bb61-ea369781256e",NA
"209","Exploring College Options - Miami, FL","2019-05-16T19:00:00",7200,"Miami Marriott Dadeland",25.686,-80.314,"bf84dd1f-a3d1-4bb7-bcfb-c3675d923cd3",NA
"210","College Forum","2019-06-01T10:00:00",7200,"Miami Dade College",25.778,-80.191,"72a3b85a-fe4f-44d1-8e3d-5fd7a0f13a68",NA
"211","Exploring College Options - Atlanta, GA (Perimeter)","2019-05-22T19:00:00",7200,"Crowne Plaza Atlanta Perimeter at Ravinia",33.921,-84.338,"9c8a4e08-14ff-4c32-89f5-2484c1d54461",NA
"212","Exploring College Options - Atlanta, GA (Buckhead)","2019-05-23T19:00:00",7200,"Atlanta Marriott Buckhead Hotel & Conference Center",33.848,-84.36,"768d24ac-33f4-4ac8-a63f-29b8d3b340ff",NA
"213","Exploring College Options - Chicago, IL (Downtown)","2019-05-12T19:00:00",7200,"Chicago Marriott Downtown Magnificent Mile",41.892,-87.625,"86fb5c77-0e23-4562-8644-80a0a90ef4d1",NA
"214","Exploring College Options - Chicago, IL (O'Hare)","2019-05-13T19:00:00",7200,"The Westin O'Hare",41.989,-87.862,"6ab9a35f-fc9a-414b-bcce-0377329bbade",NA
"215","Exploring College Options - Oak Brook, IL","2019-05-14T19:00:00",7200,"Chicago Marriott Oak Brook",41.846,-87.953,"6980b733-13af-4bf5-8307-4a1df513df88",NA
"216","Exploring College Options - Cincinnati, OH","2019-05-19T19:00:00",7200,"Cincinnati Marriott at RiverCenter",39.09,-84.512,"3eda7672-5989-4c5a-9ee2-e8abcf68ea45",NA
"217","Exploring College Options - Baltimore, MD","2019-05-14T19:00:00",7200,"Renaissance Baltimore Harborplace Hotel",39.287,-76.611,"da5b4f25-bd73-4c5a-86fd-27340e3ace10",NA
"218","Exploring College Options - Bethesda, MD","2019-05-15T19:00:00",7200,"Bethesda Chevy Chase High School",38.986,-77.089,"6e3f0186-2472-49c2-a440-6be2f1d2aa07",NA
"219","Exploring College Options - Boston, MA","2019-05-19T19:00:00",7200,"Courtyard Boston Downtown",42.35,-71.065,"8dc1a902-9a3e-4f11-b1a8-a1cc67e81bc4",NA
"220","Exploring College Options - Burlington, MA","2019-05-20T19:00:00",7200,"Boston Marriott Burlington",42.49,-71.195,"a48a3089-5619-40bd-8e1b-3613018a6b5c",NA
"221","Exploring College Options - Ann Arbor, MI","2019-05-22T19:00:00",7200,"Weber's Inn",42.285,-83.792,"de471514-8438-4a02-aec5-6ad76d9e9a25",NA
"222","Exploring College Options - Detroit, MI","2019-05-23T19:00:00",7200,"Auburn Hills Marriott Pontiac",42.605,-83.252,"001378cb-0730-4c5f-ac98-e9797daa1887",NA
"223","Exploring College Options - Minneapolis, MN","2019-05-16T19:00:00",7200,"Hilton Minneapolis",44.973,-93.273,"2bf951c3-4a72-4713-8eff-d269ba194297",NA
"224","Exploring College Options - Kansas City, MO","2019-05-22T19:00:00",7200,"Sheraton Kansas City Hotel at Crown Center",39.085,-94.58,"4ad32ad6-a64c-426e-8502-2e56afd280c9",NA
"225","Exploring College Options - St. Louis, MO","2019-05-23T19:00:00",7200,"Hilton St. Louis Frontenac",38.634,-90.406,"a728f5b5-4d5f-4bf1-a47d-c6dd6fc20ea3",NA
"226","Exploring College Options - Woodbridge, NJ","2019-05-14T19:00:00",7200,"Renaissance Woodbridge Hotel",40.557,-74.311,"208835d4-2b95-48bd-aa45-c1503dc27bed",NA
"227","Exploring College Options - Morristown, NJ","2019-05-15T19:00:00",7200,"The Westin Governor Morris, Morristown",40.798,-74.459,"f4256193-cea1-413a-a6ea-7deea3e77d8a",NA
"228","Exploring College Options - Mount Laurel, NJ","2019-05-15T19:00:00",7200,"The Westin Mount Laurel",39.933,-74.96,"e54da715-e029-48ab-a4d8-ab7012a59c85",NA
"229","Exploring College Options - Princeton, NJ","2019-05-16T19:00:00",7200,"Hyatt Regency Princeton",40.324,-74.644,"294a44b7-27c5-49c4-86aa-aead25343563",NA
"230","Exploring College Options - Brooklyn, NY","2019-05-12T19:00:00",7200,"New York Marriott at the Brooklyn Bridge",40.694,-73.988,"d3f834a1-96af-4660-bb51-dc56c0d74c6b",NA
"231","Exploring College Options - Long Island, NY","2019-05-13T19:00:00",7200,"Melville Marriott Long Island",40.783,-73.422,"6c39c0ab-f9ec-4f6c-a731-033104fcd950",NA
"232","Exploring College Options - New York, NY","2019-05-16T19:00:00",7200,"Hunter College High School",40.786,-73.954,"bf929b2c-da25-48c1-a691-5f6edf0b862d",NA
"233","Exploring College Options - Westchester, NY","2019-05-23T19:00:00",7200,"Crowne Plaza Hotel",41.03,-73.76,"4970fd30-561c-4e65-baf1-df4d4de1fd7e",NA
"234","Exploring College Options - Triangle, NC","2019-05-19T19:00:00",7200,"Embassy Suites by Hilton Raleigh",35.833,-78.772,"435a1326-ee31-4d72-b61f-9097f24b1818",NA
"235","Exploring College Options - Greensboro, NC","2019-05-20T19:00:00",7200,"Greensboro Marriott Downtown",36.076,-79.791,"e922025b-16f2-4c0c-8488-b64d037bf21b",NA
"236","Exploring College Options - Charlotte, NC","2019-05-21T19:00:00",7200,"Crowne Plaza Charlotte Executive Park",35.159,-80.89,"f9c280e5-6c6c-429f-a06a-5744b5b94f23",NA
"237","Exploring College Options - Columbus, OH","2019-05-20T19:00:00",7200,"The Westin Great Southern Columbus",39.956,-82.999,"30cf54b3-7407-445e-9881-4204976fcab3",NA
"238","Exploring College Options - Cleveland, OH","2019-05-21T19:00:00",7200,"Cleveland Airport Marriott",41.438,-81.8,"c7941b6e-3c6d-46f8-b8c5-604d330e3cc4",NA
"239","Exploring College Options - Portland, OR","2019-05-14T19:00:00",7200,"Crowne Plaza Portland-Downtown Conv Ctr",45.534,-122.664,"e17f3ee8-06dc-4fcf-98b4-fb8f0a22fe0d",NA
"240","Exploring College Options - Philadelphia, PA","2019-05-12T19:00:00",7200,"Philadelphia Marriott Downtown",39.953,-75.161,"b6cca845-0e3d-4d45-aceb-6793f1e1e731",NA
"241","Exploring College Options - King of Prussia, PA","2019-05-13T19:00:00",7200,"Philadelphia Marriott West",40.069,-75.31,"e66b37bd-eb41-425e-be6e-602d1bc5d202",NA
"242","Exploring College Options - Pittsburgh, PA","2019-05-16T19:00:00",7200,"Sheraton Pittsburgh Airport Hotel",40.502,-80.21,"b66eae89-19d4-4786-b105-4399beda5145",NA
"243","Exploring College Options - Providence, RI","2019-05-21T19:00:00",7200,"Providence Marriott Downtown",41.836,-71.414,"51a52ade-3aa4-42c2-a337-db64fa52858e",NA
"244","Exploring College Options - Dallas, TX","2019-05-19T19:00:00",7200,"Dallas/Addison Marriott Quorum by the Galleria",32.952,-96.825,"bd092745-d17a-4dde-9ed9-8f621f7bc1c7",NA
"245","Exploring College Options - Houston, TX (Hobby)","2019-05-19T19:00:00",7200,"Houston Marriott South at Hobby Airport",29.657,-95.257,"0fcbf3fc-e6bc-4152-ae00-070957670279",NA
"246","Exploring College Options - Dallas, TX","2019-05-20T19:00:00",7200,"Dallas/Addison Marriott Quorum by the Galleria",32.952,-96.825,"29c9d8a0-3f58-4a2c-bee7-41820d89c144",NA
"247","Exploring College Options - Houston, TX (Memorial City)","2019-05-20T19:00:00",7200,"The Westin Houston, Memorial City",29.782,-95.545,"3df74c0f-01a3-40e3-aa83-5b8cb3bd10b0",NA
"248","Exploring College Options - Ft. Worth, TX","2019-05-21T19:00:00",7200,"The Worthington Renaissance Fort Worth Hotel",32.756,-97.334,"0d8f5dca-2215-4e75-b559-15cecae7c98d",NA
"249","Exploring College Options - Houston, TX (Galleria)","2019-05-21T19:00:00",7200,"The Westin Oaks Houston at the Galleria",29.74,-95.462,"1a5f32ba-e867-4d2e-b40c-d1d1b049cc56",NA
"250","Exploring College Options - Austin, TX","2019-05-22T19:00:00",7200,"Hilton Austin",30.265,-97.738,"28dd69c1-9188-48bf-89cd-bc67c55ba3d2",NA
"251","Exploring College Options - San Antonio, TX","2019-05-23T19:00:00",7200,"San Antonio Marriott Rivercenter",29.423,-98.484,"576b5427-1085-4427-b12d-991c961378a0",NA
"252","Exploring College Options - Salt Lake City, UT","2019-05-21T19:00:00",7200,"Salt Lake City Marriott City Center",40.764,-111.889,"a3466e0a-5de4-4ee2-90d1-239edabbdbf6",NA
"253","Exploring College Options - Tysons, VA","2019-05-13T19:00:00",7200,"Tysons Corner Marriott",38.914,-77.221,"d9cc69a7-a98a-4dd5-81d1-44fd7f3831bc",NA
"254","Exploring College Options - Seattle, WA (SeaTac)","2019-05-12T19:00:00",7200,"Renaissance Seattle Hotel",47.607,-122.331,"67aeae73-9ed5-4a13-b356-a76a28f88e28",NA
"255","Exploring College Options - Seattle, WA (Bellevue)","2019-05-13T19:00:00",7200,"Embassy Suites by Hilton Seattle Bellevue",47.581,-122.134,"04911009-f80b-4419-b329-bef9a580cc6f",NA
"256","Exploring College Options - Milwaukee, WI","2019-05-15T19:00:00",7200,"Crowne Plaza Milwaukee Airport",42.928,-87.932,"eec39066-f213-4c43-9027-22fb35bf2725",NA
"257","Exploring College Options - Huntsville, AL","2019-09-08T19:00:00",NA,"The Westin Huntsville",34.718,-86.672,"69efe4f2-63b6-4724-a916-e3b974836749",NA
"258","Exploring College Options - Birmingham, AL","2019-09-09T19:00:00",NA,"Marriott Birmingham",33.436,-86.717,"2eefc16c-caf1-4ca6-9778-967fd86e64f9",NA
"259","Exploring College Options - Mobile, AL","2019-09-11T19:00:00",NA,"Renaissance Mobile Riverview Plaza Hotel",30.691,-88.04,"7338dbe1-f20f-4d1a-be7b-b10be9c2fecb",NA
"260","Exploring College Options - Anchorage, AK","2019-09-15T15:00:00",NA,"Marriott Anchorage Downtown",61.215,-149.899,"223d9cee-08b0-4068-bcb9-e4f927ffbb2e",NA
"261","Exploring College Options - Tucson, AZ","2019-09-19T19:00:00",NA,"Tucson Marriott University Park",32.232,-110.958,"f0a9ec2e-11c7-4928-b62d-7a4e3c561b2b",NA
"262","Exploring College Options - Little Rock, AR","2019-09-12T19:00:00",NA,"Little Rock Marriott",34.749,-92.271,"5f9ec68a-e8da-43d1-817c-1918d2f5cf2f",NA
"263","Exploring College Options - Modesto, CA","2019-09-16T19:00:00",NA,"DoubleTree by Hilton Hotel Modesto",37.642,-121.002,"f232e380-1c1a-458e-a7fa-a744d78e7777",NA
"264","Exploring College Options - Fresno, CA","2019-09-17T19:00:00",NA,"DoubleTree by Hilton Hotel Fresno Convention Center",36.733,-119.785,"951342ea-2cc6-4f3f-8dcd-8be880928028",NA
"265","Exploring College Options - Bakersfield, CA","2019-09-18T19:00:00",NA,"Bakersfield Marriott at the Convention Center",35.372,-119.013,"9d76ee87-ae69-4ab6-aec5-5e2d0f38df3d",NA
"266","Exploring College Options - Santa Barbara, CA","2019-09-19T19:00:00",NA,"Hilton Garden Inn Santa Barbara/Goleta",34.431,-119.869,"b2d070b1-086c-4f40-947a-2bf3deb8ee45",NA
"267","Exploring College Options - Hartford, CT","2019-09-12T19:00:00",NA,"Sheraton Hartford Hotel at Bradley Airport",41.931,-72.686,"56a083f2-07f3-44c3-804a-a9169b0780eb",NA
"268","Exploring College Options - Jacksonville, FL","2019-09-12T19:00:00",NA,"Stanton College Preparatory School",30.352,-81.674,"5b818fd1-9a5d-44e2-a12a-f975e3da02a7",NA
"269","Exploring College Options - Sarasota, FL","2019-09-15T19:00:00",NA,"The Westin Sarasota",27.337,-82.547,"2e7cfc4e-717d-4dd9-80d9-9e0ab85017c3",NA
"270","Exploring College Options - Naples, FL","2019-09-16T19:00:00",NA,"Hilton Naples",26.209,-81.802,"377f406c-ec97-46a3-9f60-e1a45f87d266",NA
"271","Exploring College Options - Savannah, GA","2019-09-11T19:00:00",NA,"Marriott Savannah Riverfront",32.079,-81.081,"d1114d63-7d41-4a4e-b5a8-6933249ba1aa",NA
"272","Exploring College Options - Honolulu, HI","2019-09-12T19:00:00",NA,"Hilton Hawaiian Village Waikiki Beach Resort",21.283,-157.837,"700cb97f-1aad-47a3-b244-137ddc9fc7dc",NA
"273","Exploring College Options - Boise, ID","2019-09-08T19:00:00",NA,"The Grove Hotel",43.614,-116.204,"f7669005-0379-4a91-beb1-fe5974f84373",NA
"274","Exploring College Options - Champaign, IL","2019-09-18T19:00:00",NA,"Hilton Garden Inn Champaign/ Urbana",40.099,-88.246,"28464b65-d391-40bd-b57b-fcb69c84d69f",NA
"275","Exploring College Options - South Bend, IN","2019-09-16T19:00:00",NA,"Aloft South Bend",41.677,-86.252,"f617084e-1603-4a8b-88e2-1ad4f1d2999a",NA
"276","Exploring College Options - Indianapolis, IN","2019-09-17T19:00:00",NA,"Indianapolis Marriott East",39.797,-86.041,"4a07f3e8-bf0d-48a0-adfc-b4b34d643532",NA
"277","Exploring College Options - Cedar Rapids, IA","2019-09-19T19:00:00",NA,"DoubleTree by Hilton Hotel Cedar Rapids Convention Complex",41.98,-91.668,"3fae7e71-c26f-41ae-a068-88b6fe213861",NA
"278","Exploring College Options - Wichita, KS","2019-09-16T19:00:00",NA,"Hyatt Regency Wichita",37.684,-97.34,"0a7c069c-d3e0-401a-83ee-ba1178fcb2a6",NA
"279","Exploring College Options - Louisville, KY","2019-09-12T19:00:00",NA,"Galt House Hotel",38.258,-85.757,"5bc95e65-863b-4d34-b894-e45e287afcb2",NA
"280","Exploring College Options - New Orleans, LA","2019-09-12T19:00:00",NA,"Sheraton Metairie - New Orleans Hotel",29.996,-90.153,"7cade481-adba-460e-9644-7859d8993283",NA
"281","Exploring College Options - Portland, ME","2019-09-10T19:00:00",NA,"Portland Sheraton at Sable Oaks",43.64,-70.341,"60847e5f-544f-4260-905d-b49456579788",NA
"282","Exploring College Options - Worcester, MA","2019-09-11T19:00:00",NA,"Mechanics Hall",42.266,-71.801,"8f043129-1086-4246-a623-eba5865bd0a2",NA
"283","Exploring College Options - Grand Rapids, MI","2019-09-15T19:00:00",NA,"JW Marriott Grand Rapids",42.966,-85.674,"f0b0f4ae-61ae-4ff1-8da2-69be8245aedd",NA
"284","Exploring College Options - Jackson, MS","2019-09-10T19:00:00",NA,"The Westin Jackson",32.296,-90.184,"458d6685-3de9-49e3-9b4c-801e7c19ccf8",NA
"285","Exploring College Options - Billings, MT","2019-09-17T19:00:00",NA,"Hilton Garden Inn Billings",45.753,-108.579,"285272b9-db7a-475e-ae5f-b0395f428551",NA
"286","Exploring College Options - Omaha, NE","2019-09-17T19:00:00",NA,"Embassy Suites by Hilton Omaha Downtown Old Market",41.255,-95.929,"e5d771be-3056-417f-b440-679c56e4659f",NA
"287","Exploring College Options - Las Vegas, NV","2019-09-10T19:00:00",NA,"JW Marriott Las Vegas Resort & Spa",36.176,-115.291,"8be8c3a0-0843-4610-84ab-1066056194cd",NA
"288","Exploring College Options - Reno, NV","2019-09-15T19:00:00",NA,"Renaissance Reno Downtown Hotel",39.525,-119.811,"be9cc7de-6eeb-4b87-99f2-f98c2bdc1e19",NA
"289","Exploring College Options - Manchester, NH","2019-09-09T19:00:00",NA,"The Derryfield School",43.035,-71.459,"55cd9fa1-e2b8-491c-bc30-0a65fa73f253",NA
"290","Exploring College Options - Albuquerque, NM","2019-09-17T19:00:00",NA,"Sheraton Albuquerque Airport Hotel",35.051,-106.62,"32af60e5-fabb-4769-b103-f42baafaba24",NA
"291","New York City Regional Information Session","2019-09-15T14:00:00",7200,"Stuyvesant High School",40.718,-74.014,"e6e2e2a2-534f-4cb4-a901-23b9f9ed45cb",NA
"292","Exploring College Options - Buffalo, NY","2019-09-15T19:00:00",NA,"Buffalo Marriott Niagara",42.988,-78.793,"b1907bbd-ca65-4828-ae87-52871f3378b1",NA
"293","Exploring College Options - Syracuse, NY","2019-09-17T19:00:00",NA,"DoubleTree by Hilton Hotel Syracuse",43.088,-76.084,"0ca7ddfe-511f-4cfe-a9c2-57ca8a9c7c89",NA
"294","Exploring College Options - Albany, NY","2019-09-18T19:00:00",NA,"Marriott Albany",42.721,-73.8,"1cb5ca4f-526b-4a4d-bfb0-3df9f1d9f889",NA
"295","Exploring College Options - Fargo, ND","2019-09-19T19:00:00",NA,"Radisson Hotel Fargo",46.878,-96.786,"c76e08f1-d49a-4ab8-828c-e8b46ba50f2c",NA
"296","Exploring College Options - Oklahoma City, OK","2019-09-15T19:00:00",NA,"Renaissance Convention Center Hotel and Spa Downtown - Bricktown",35.467,-97.514,"6923a4d3-8f90-4ff4-a0b6-70a347af7316",NA
"297","Exploring College Options - Allentown, PA","2019-09-19T19:00:00",NA,"Renaissance Allentown Hotel",40.603,-75.472,"3f450326-687d-4d71-a064-b0c2510fe438",NA
